_id,comment,sentiment
67bf2f82be95c2ae0c8c861f,"Loved this video, keep up the great work!",0.85
67bf2f82be95c2ae0c8c8620,Really appreciate the insights in this video.,0.2
67bf2f82be95c2ae0c8c8621,Thank you for the great content!,1
67bf2f82be95c2ae0c8c8622,"You explained this so well, thank you!",0
67bf2f82be95c2ae0c8c8623,"This was super helpful, thanks!",0.29166666666666663
67bf2f82be95c2ae0c8c8624,"Thank you for this video, very enlightening!",0.48750000000000004
67bf2f82be95c2ae0c8c8625,Thank you for the great content!,1
67bf2f82be95c2ae0c8c8626,Ferraaaaaaaaaaaaan,0
67bf2f82be95c2ae0c8c8627,Thanks for 29.5k subscribers❤,0.2
67bf2f82be95c2ae0c8c8628,"This was super helpful, thanks!",0.29166666666666663
67bf2f82be95c2ae0c8c8629,"Thank you for this video, very enlightening!",0.48750000000000004
67bf2f82be95c2ae0c8c862a,"Атлетико, пропускающий дважды с угловых - это просто позор!!! Когда такое было раньше при Диего Године?! Да они за весь сезон ни разу с угловых не пропускали в былые годы.",0
67bf2f82be95c2ae0c8c862b,Really appreciate the insights in this video.,0.2
67bf2f82be95c2ae0c8c862c,"Awesome video, looking forward to the next one!",0.5
67bf2f82be95c2ae0c8c862d,Great video! Really enjoyed it.,0.75
67bf2f82be95c2ae0c8c862e,Great video! Really enjoyed it.,0.75
67bf2f82be95c2ae0c8c862f,"Thanks for sharing this, learned a lot.",0.2
67bf2f82be95c2ae0c8c8630,"This was exactly what I needed, thanks!",0.25
67bf2f82be95c2ae0c8c8631,Ferran back to factory settings ❤,0
67bf2f82be95c2ae0c8c8632,Really appreciate the insights in this video.,0.2
67bf2f82be95c2ae0c8c8633,Day by day Yamal becoming perfect Copy of neymar\nYamal is bringing that old style of football ♥,0.6375
67bf2f82be95c2ae0c8c8634,why no penalty in moment with yamal?,0
67bf2f82be95c2ae0c8c8635,"Your videos are always so helpful, thank you!",0
67bf2f82be95c2ae0c8c8636,🔥🔥 I am a youtuber 🔥🔥 \n😍😍 I have an entertainment channel including piano tutorial 😍😍\n🤗My channel can help you 🤗,0
67bf2f82be95c2ae0c8c8637,El barsa.mato el tigre 🐯 y asusto con el cuero 😅😅,0
67bf2f82be95c2ae0c8c8638,"Fantastic video, really appreciate your effort!",0.325
67bf2f82be95c2ae0c8c8639,Narradores a favor del barsa 😅😅😅😂🤣🤣👍👍👍,0
67bf2f82be95c2ae0c8c863a,"This was super helpful, thanks!",0.29166666666666663
67bf2f82be95c2ae0c8c863b,"el partido excelente, los goles espectaculares, pero que mal los narradores de este video 🙄",0
67bf2f82be95c2ae0c8c863c,"You explained this so well, thank you!",0
67bf2f82be95c2ae0c8c863d,"Fantastic explanation, thank you!",0.5
67bf2f82be95c2ae0c8c863e,We played good but sadly we deaw in our won studiom the recation was good from team but last 10 minutes we couldn't defend it balm hanging flick  2 goals difference and 10 minutes remaining why we are pressing and attacking we should manage  the match properly,0.18
67bf2f82be95c2ae0c8c863f,"Thanks for sharing this, learned a lot.",0.2
67bf2f82be95c2ae0c8c8640,Great video! Really enjoyed it.,0.75
67bf2f82be95c2ae0c8c8641,"This video was amazing, learned a lot.",0.6000000000000001
67bf2f82be95c2ae0c8c8642,Enjoy matc 🎉,0.4
67bf2f82be95c2ae0c8c8643,Vinícius junior the best footballer right now. ❤❤,0.6428571428571428
67bf2f82be95c2ae0c8c8644,"Ferran should be a super sub, always.",0.3333333333333333
67bf2f82be95c2ae0c8c8645,Número de aficionados del Barcelona,0
67bf2f82be95c2ae0c8c8646,Feran❤❤❤❤❤❤❤❤❤,0
67bf2f82be95c2ae0c8c8647,comentaristas  imparciales,0
67bf2f82be95c2ae0c8c8648,1:59,0
67bf2f82be95c2ae0c8c8649,😂😂😂😂😂😂,0
67bf2f82be95c2ae0c8c864a,😅😂,0
67bf2f82be95c2ae0c8c864b,Lo digo muy en serio xfavor Ferran que no vuelva a jugar xfavor,0
67bf2f82be95c2ae0c8c864c,Saying this as a liverpool fan lamine yamal was meant to get that penalty \nMY OPINION,0
67bf2f82be95c2ae0c8c864d,Aupa Atleti ❤🤍,0
67bf2f82be95c2ae0c8c864e,Shorlot >>>>> Barcelona 🤡🤡🤡🤡😂😂😂,0
67bf2f82be95c2ae0c8c864f,3:41 recontra adelantadoooo,0
67bf2f82be95c2ae0c8c8650,"como festejan los comentaristas, como se nota quien les paga.",0
67bf2f82be95c2ae0c8c8651,"how are you 4-3 up with 2 min to go, and the opposition has a 3 on 1 vs your goalkeeper lmao",0.6
67bf2f82be95c2ae0c8c8652,Asco de comentarista,0
67bf2f82be95c2ae0c8c8653,Ça c'est du foot ❤,0
